bbchallenge_id,machine
3440709,1RB---_1LC1RE_0LE0LD_0RB0LC_1RA1RD
3440715,1RB---_1LC1RE_0LE0LD_0RB0LD_1RA1RD
3444334,1RB---_1LC1RE_1RA0LD_0LC0RA_0LD0RD
3444338,1RB---_1LC1RE_1RA0LD_0LC0RA_0LE0RA
3444345,1RB---_1LC1RE_1RA0LD_0LC0RA_1RD0RD
3444420,1RB---_1LC1RE_1RA0LD_0LC1RE_0LE0RA
3459227,1RB---_1LC1RE_1RD0LC_0LE1LD_1RA0RB
3459810,1RB---_1LC1RE_1RD0LC_1LD1LB_1RA0RB
3463377,1RB---_1LC1RE_1RD1LB_0LE0RD_1RA0LC
3474466,1RB---_1LC1RE_1LA0LD_0RC1LB_0LA0RE
3475433,1RB---_1LC1RE_1LA0LD_1RD1LB_0LA0RE
3477020,1RB---_1LC1RE_1LA1LD_0RE0LB_1LC0RC
3477021,1RB---_1LC1RE_1LA1LD_0RE0LB_1LD0RC
3477833,1RB---_1LC1RE_1LA1LD_0LC1LD_1RB0RE
3478085,1RB---_1LC1RE_1LA1LD_1RB0LB_1LD0RE
3484728,1RB---_1LC1RE_1LD0RC_1LA0LE_1LB1RC
3488009,1RB---_1LC1RE_1LD0LB_1LA1RB_1LE0RD
3488345,1RB---_1LC1RE_1LD0LC_0RB0LC_1RD0RA
3488651,1RB---_1LC1RE_1LD0LC_0RD0RB_1RA1RC
3488748,1RB---_1LC1RE_1LD0LC_0RE0RB_1RA1RC
3488749,1RB---_1LC1RE_1LD0LC_0RE0RB_1RA1RD
3488754,1RB---_1LC1RE_1LD0LC_0RE0RC_1RA1RD
3488888,1RB---_1LC1RE_1LD0LC_0RE1LB_1RA0RB
3489524,1RB---_1LC1RE_1LD0LC_1LA1LD_1RB0RE
3526560,1RB---_1LC1LB_1RD0LB_1RA1RE_1RD0RC
3527308,1RB---_1LC1LB_1RD0LC_1LE0RD_1RC1LA
3537667,1RB---_1LC1LB_1LD1RC_0RE0LD_0RA1RE
3539372,1RB---_1LC1LB_1LE1RD_0RA1RC_0RD0LE
3656280,1RB---_1LC1LD_1RD1LC_1RE0LB_1RA0RC
3699259,1RB---_1LC1LE_0RD0LB_0LA1RE_1LD0RE
3702077,1RB---_1LC1LE_0RD0LC_1LB1LA_0RA1RE
3746227,1RB---_1LC1LE_1RD0LC_0RE1RA_0LB0RD
3747935,1RB---_1LC1LE_1RD0LD_0LB0RE_1RC0LA
3780474,1RB0RA_0RC0RA_0LD---_1LE1RD_1RA1LC
3780475,1RB0RA_0RC0RA_0LD---_1LE1RD_1RB1LC
3786458,1RB0RA_0RC1RE_0LD1RA_1LB---_0LC1LE
3787633,1RB0RA_0RC1LB_1LD1LE_0LE---_1RA1LC
3792273,1RB0RA_0LB0LC_1RD1LE_1RA---_1LD1LA
3795738,1RB0RA_0LC---_0LD1LB_1RD0LE_1RA1LE
3795887,1RB0RA_0LC---_0LE0LD_1LB1LD_1RE1RA
3796476,1RB0RA_0LC---_1RD1LC_1RE0LE_0RA0LC
3798342,1RB0RA_0LC0RA_1RA1LD_0LE---_1LC1RE
3798362,1RB0RA_0LC0RA_1RA1LD_1LB0LE_0LD---
3798363,1RB0RA_0LC0RA_1RA1LD_1LB0LE_1RB---
3798366,1RB0RA_0LC0RA_1RA1LD_1LB0LE_1LB---
3798367,1RB0RA_0LC0RA_1RA1LD_1LB0LE_1LC---
3798368,1RB0RA_0LC0RA_1RA1LD_1LB0LE_1LD---
3798414,1RB0RA_0LC0RA_1RB1LD_0LE---_1LC1RE
3798725,1RB0RA_0LC0RA_1RE1LD_1LB0LE_1RB---
3798989,1RB0RA_0LC0RA_1LD1RC_0LE1LB_0RA---
3798991,1RB0RA_0LC0RA_1LD1RC_0LE1LB_1LA---
3798994,1RB0RA_0LC0RA_1LD1RC_1RA1LE_0LC---
3798996,1RB0RA_0LC0RA_1LD1RC_1RB1LE_0LC---
3801295,1RB0RA_0LC0RC_1LE0LD_1LC---_1RA1LA
3802984,1RB0RA_0LC0RE_1RA0LD_1LC1LB_0RA---
3804589,1RB0RA_0LC0LA_0LD1LC_0LE---_1RE1RB
3805643,1RB0RA_0LC0LA_1LE1LD_1LB---_1RA1LC
3805644,1RB0RA_0LC0LA_1LE1LD_1LB---_1RA1LE
3807064,1RB0RA_0LC0LD_1RA1LB_0LE1LD_1RC---
3807073,1RB0RA_0LC0LD_1RA1LB_1RC1LE_---1LD
3808497,1RB0RA_0LC0LE_0LD1LB_1RE---_1RA1LE
3808982,1RB0RA_0LC0LE_1RE1LD_0LB---_1RA1LE
3809193,1RB0RA_0LC0LE_1LD1RC_1RA1LB_---0RC
3809700,1RB0RA_0LC1RA_---1LD_0LE1RE_1LA1LC
3809708,1RB0RA_0LC1RA_---1LD_0LE1LC_1LA1LC
3809725,1RB0RA_0LC1RA_---1LD_0LE1LD_1LA0LB
3809728,1RB0RA_0LC1RA_---1LD_0LE1LD_1LA1LC
3810199,1RB0RA_0LC1RA_0LD1LC_1LA0LE_---1RA
3810204,1RB0RA_0LC1RA_0LD1LC_1LA1LE_---1RC
3810207,1RB0RA_0LC1RA_0LD1LC_1LA1LE_---1LC
3810211,1RB0RA_0LC1RA_0LD1LC_1LE0LB_1RB---
3810212,1RB0RA_0LC1RA_0LD1LC_1LE1RB_1RB---
3810217,1RB0RA_0LC1RA_0LD1LC_1LE1LC_1RB---
3810285,1RB0RA_0LC1RA_0LE0LD_1LC1LD_1LA---
3810716,1RB0RA_0LC1RA_1RE1LD_1LC0LD_---0RB
3810778,1RB0RA_0LC1RA_1LA0LD_1LB1LE_---1LD
3810803,1RB0RA_0LC1RA_1LA0LD_1LE---_1LB1LE
3810813,1RB0RA_0LC1RA_1LA0LD_1LE1LD_0LC---
3811125,1RB0RA_0LC1RA_1LE0LD_1LB1LD_1RB---
3811177,1RB0RA_0LC1RA_1LE1LD_0LC1LD_1RB---
3812378,1RB0RA_0LC1RC_1RA0LD_0LE1LD_1LA---
3814035,1RB0RA_0LC1RD_1LE0LD_1RA1LC_0LD---
3814036,1RB0RA_0LC1RD_1LE0LD_1RA1LC_1RD---
3814646,1RB0RA_0LC1RE_0RD1LC_1LA0LB_0RA---
3815064,1RB0RA_0LC1RE_1RA0LD_1LC1LB_1LA---
3815222,1RB0RA_0LC1RE_1RD0LB_0RE0RA_1LC---
3815652,1RB0RA_0LC1RE_1LA0LD_0LC1LD_1RA---
3815680,1RB0RA_0LC1RE_1LA0LD_1LB---_1RA1LE
3816106,1RB0RA_0LC1RE_1LD1LB_1RB---_1RA1LC
3817681,1RB0RA_0LC1LB_0LE0LD_1LA---_1RE0RA
3817745,1RB0RA_0LC1LB_1RD0LD_1RA1LE_0LD---
3817842,1RB0RA_0LC1LB_1RE0LD_1LE---_1RA0LE
3817874,1RB0RA_0LC1LB_1LD0LB_1RD1RE_1RA---
3817875,1RB0RA_0LC1LB_1LD0LB_1RE---_1RA1RE
3819099,1RB0RA_0LC1LD_1RA0LD_0LE1LB_0RC---
3819118,1RB0RA_0LC1LD_1RA0LD_1LC1LE_1LB---
3819119,1RB0RA_0LC1LD_1RA0LD_1LC1LE_1LD---
3819126,1RB0RA_0LC1LD_1RA0LD_1LE1LB_1LC---
3819537,1RB0RA_0LC1LD_1RE0LD_1RA1LE_1LB---
3820025,1RB0RA_0LC1LD_1LD0LC_1RA1LE_1LB---
3820039,1RB0RA_0LC1LD_1LD0LD_1RA1LE_1LB---
3820172,1RB0RA_0LC1LD_1LE0LD_1LB1RA_1RA---
3820173,1RB0RA_0LC1LD_1LE0LD_1LB1RA_1RB---
3820755,1RB0RA_0LC1LE_0RD1LB_1RA---_1LB1LD
3821187,1RB0RA_0LC1LE_1RA0LD_1LE---_1LC1LB
3821371,1RB0RA_0LC1LE_1RD0LB_1LB---_1RA1LD
3821447,1RB0RA_0LC1LE_1RD0LD_1LB---_1RA1LD
3821718,1RB0RA_0LC1LE_1RE0LD_1LC---_1RA1LB
3822059,1RB0RA_0LC1LE_1LD1RC_1RA1LB_---1RA
3822062,1RB0RA_0LC1LE_1LD1RC_1RB1LB_---1RA
3822129,1RB0RA_0LC1LE_1LD1LB_0RE---_1LB1RA
3822276,1RB0RA_0LC1LE_1LE0LD_1LB---_1RA1LD
3822492,1RB0RA_1RC---_0LD0RA_1RA1LE_0LC1LE
3823067,1RB0RA_1RC---_1RD1RE_1LE0LD_1RA1LD
3823084,1RB0RA_1RC---_1RD1LA_1LE1RA_1LB0LE
3823121,1RB0RA_1RC---_1RD1LE_1LE0RA_1LC0LE
3823153,1RB0RA_1RC---_1LC1RD_1RA1LE_1LD0LE
3823230,1RB0RA_1RC---_1LD0RE_1LE0LD_1RA1LC
3823502,1RB0RA_1RC---_1LD1RA_1LE0LD_1RA1LC
3823507,1RB0RA_1RC---_1LD1RA_1LE0LD_1RE1LC
3823509,1RB0RA_1RC---_1LD1RA_1LE0LD_1LB1LA
3823510,1RB0RA_1RC---_1LD1RA_1LE0LD_1LB1LE
3823520,1RB0RA_1RC---_1LD1RB_1LE0LD_1RA1LC
3823521,1RB0RA_1RC---_1LD1RB_1LE0LD_1RA1LD
3823608,1RB0RA_1RC---_1LD1RE_1LE0LD_1RA1LC
3823609,1RB0RA_1RC---_1LD1RE_1LE0LD_1RA1LD
3823902,1RB0RA_1RC0RA_1RD---_1LD0LE_1LA0LD
3824041,1RB0RA_1RC0RA_1LD0LE_1RA1LC_0LB---
3824042,1RB0RA_1RC0RA_1LD0LE_1RB1LC_0LB---
3824504,1RB0RA_1RC0RC_0LD---_1RA1LE_1LD0LE
3825956,1RB0RA_1RC0RE_1LD0LC_1RA1LC_---0LD
3827910,1RB0RA_1RC0LD_0LB---_1RE1LD_1RA1LB
3829978,1RB0RA_1RC1RA_0LD---_1RA1LE_1LC1LE
3829980,1RB0RA_1RC1RA_0LD---_1RA1LE_1LD0LE
3830068,1RB0RA_1RC1RA_0LD1RD_1LA1LE_---1LC
3830124,1RB0RA_1RC1RA_0LD1LC_1LA1LE_---1RC
3830126,1RB0RA_1RC1RA_0LD1LC_1LA1LE_---1LC
3830128,1RB0RA_1RC1RA_0LD1LC_1LE1LC_1RB---
3830133,1RB0RA_1RC1RA_0LD1LE_1LA1LE_---1LC
3830281,1RB0RA_1RC1RB_0LD0RC_0LE1LD_1LA---
3830415,1RB0RA_1RC1RB_1LD---_1RA1LE_1LC0LE
3830416,1RB0RA_1RC1RB_1LD---_1RA1LE_1LD0LE
3831940,1RB0RA_1RC1RE_1LD---_1RA1LE_1LC0LE
3832100,1RB0RA_1RC1RE_1LD0LC_1RA1LC_---0RC
3832103,1RB0RA_1RC1RE_1LD0LC_1RA1LC_---1RB
3832105,1RB0RA_1RC1RE_1LD0LC_1RA1LC_---1RD
3832133,1RB0RA_1RC1RE_1LD0LD_1RA1LC_---0RD
3834725,1RB0RA_1RC1LC_1LD0LE_1RA1LC_0LB---
3835879,1RB0RA_1RC1LD_1LB0RA_1LB0LE_0LB---
3835883,1RB0RA_1RC1LD_1LB0RA_1LC0LE_0LB---
3839163,1RB0RA_1LB0LC_1RA0LD_0RD1LE_1LC---
3839233,1RB0RA_1LB0LC_1RA1LD_1LE0LD_1LC---
3840180,1RB0RA_1LB1RC_1RA1LD_1LE0LD_1LC---
3842274,1RB0RA_1LC---_1LE1RD_1LB0LD_1RA1LD
3842938,1RB0RA_1LC0RA_1RA1LD_0LE---_0LB0RE
3842939,1RB0RA_1LC0RA_1RA1LD_0LE---_0LB1LC
3842945,1RB0RA_1LC0RA_1RA1LD_0LE---_1LC1RB
3842947,1RB0RA_1LC0RA_1RA1LD_0LE---_1LC1RE
3842953,1RB0RA_1LC0RA_1RA1LD_1RE---_0LB1LE
3842959,1RB0RA_1LC0RA_1RA1LD_1LE---_0LB0RC
3842964,1RB0RA_1LC0RA_1RA1LD_1LE---_0LB1LE
3842980,1RB0RA_1LC0RA_1RB1LD_0LE---_0LB0RE
3842981,1RB0RA_1LC0RA_1RB1LD_0LE---_0LB1LC
3842987,1RB0RA_1LC0RA_1RB1LD_0LE---_1LC1RB
3842989,1RB0RA_1LC0RA_1RB1LD_0LE---_1LC1RE
3842993,1RB0RA_1LC0RA_1RB1LD_1RE---_0LB1LE
3842999,1RB0RA_1LC0RA_1RB1LD_1LE---_0LB0RC
3843004,1RB0RA_1LC0RA_1RB1LD_1LE---_0LB1LE
3843074,1RB0RA_1LC0RA_1RD0LB_0LE1LD_1RA---
3843427,1RB0RA_1LC0RA_1LD0LB_0LE1LD_1RA---
3843551,1RB0RA_1LC0RA_1LD0LB_1LE---_1RA0LA
3843562,1RB0RA_1LC0RA_1LD0LB_1LE---_1RB0LA
3843591,1RB0RA_1LC0RA_1LD0LB_1LE1LC_1RC---
3844050,1RB0RA_1LC0RB_1RA0LD_1LE1RB_0LC---
3844064,1RB0RA_1LC0RB_1RA1LD_0LE---_1LB0LB
3844840,1RB0RA_1LC0RD_---0LD_1LE1LB_1RA1LD
3845698,1RB0RA_1LC0RD_1RA0LD_1LC1RE_0LC---
3846149,1RB0RA_1LC0RD_1LD0LC_1RA1LE_1LC---
3846170,1RB0RA_1LC0RD_1LE0LD_1RA1LB_1LD---
3847016,1RB0RA_1LC0RE_1RA1LD_0LB---_0LA0RA
3847293,1RB0RA_1LC0RE_1RE1LD_0LB---_0LA0RA
3847467,1RB0RA_1LC0RE_1LD0LB_1RA1LB_1RB---
3847543,1RB0RA_1LC0RE_1LD0LC_1RA1LB_0LD---
3847545,1RB0RA_1LC0RE_1LD0LC_1RA1LC_0LD---
3852893,1RB0RA_1LC0LE_0LD1LB_1RA1LB_---0RD
3852981,1RB0RA_1LC0LE_1RA0LD_1RE---_1LB0RE
3853088,1RB0RA_1LC0LE_1RA1LD_0LE---_1LB0RE
3853495,1RB0RA_1LC0LE_1LD0LB_1RA0LA_---0RC
3853913,1RB0RA_1LC1RA_---1RD_0LE1LD_1LA1LC
3854002,1RB0RA_1LC1RA_---1LD_0LE1RE_1LA1LC
3854009,1RB0RA_1LC1RA_---1LD_0LE1LC_1LA1LC
3854013,1RB0RA_1LC1RA_---1LD_0LE1LD_1LA1LC
3854315,1RB0RA_1LC1RA_0LD1RD_1LA1LE_---1LC
3854410,1RB0RA_1LC1RA_0LD1LC_1LA0LE_---1RB
3854415,1RB0RA_1LC1RA_0LD1LC_1LA1LE_---1RC
3854417,1RB0RA_1LC1RA_0LD1LC_1LA1LE_---1LC
3854424,1RB0RA_1LC1RA_0LD1LC_1LE1LC_1RB---
3854519,1RB0RA_1LC1RA_1RA0LD_1LE0LC_1LB---
3854520,1RB0RA_1LC1RA_1RA0LD_1LE0LD_1LB---
3854547,1RB0RA_1LC1RA_1RA1LD_1LE1LD_0LC---
3854802,1RB0RA_1LC1RA_1LD0LC_1RA0LE_0RB---
3854811,1RB0RA_1LC1RA_1LD0LC_1RA1LE_1LB---
3854813,1RB0RA_1LC1RA_1LD0LC_1RA1LE_1LD---
3854842,1RB0RA_1LC1RA_1LD0LC_1LA0LE_---0RB
3854852,1RB0RA_1LC1RA_1LD0LC_1LA1LE_---0LA
3854859,1RB0RA_1LC1RA_1LD0LC_1LA1LE_---1LB
3854861,1RB0RA_1LC1RA_1LD0LC_1LA1LE_---1LD
3854867,1RB0RA_1LC1RA_1LD0LC_1LE---_1RA1LB
3854869,1RB0RA_1LC1RA_1LD0LC_1LE---_1RA1LD
3854873,1RB0RA_1LC1RA_1LD0LC_1LE---_1RE1LB
3854877,1RB0RA_1LC1RA_1LD0LC_1LE---_1LA1LB
3854881,1RB0RA_1LC1RA_1LD0LC_1LE0LE_0RB---
3854891,1RB0RA_1LC1RA_1LD0LC_1LE1LC_0RB---
3854893,1RB0RA_1LC1RA_1LD0LC_1LE1LD_1RB---
3854918,1RB0RA_1LC1RA_1LD1LC_0LE---_1RA1LC
3854979,1RB0RA_1LC1RA_1LE1LD_0LC1LD_1RB---
3858386,1RB0RA_1LC1RD_1LD0LC_1RA0LE_0RB---
3858393,1RB0RA_1LC1RD_1LD0LC_1RA1LE_1LB---
3858394,1RB0RA_1LC1RD_1LD0LC_1RA1LE_1LC---
3858395,1RB0RA_1LC1RD_1LD0LC_1RA1LE_1LD---
3859660,1RB0RA_1LC1RE_1RA1LD_0LB---_1LC1LA
3860299,1RB0RA_1LC1RE_1LD0LB_1RA1LB_0RC---
3860300,1RB0RA_1LC1RE_1LD0LB_1RA1LB_0LA---
3860302,1RB0RA_1LC1RE_1LD0LB_1RA1LC_0RC---
3860405,1RB0RA_1LC1RE_1LD0LC_0RA1RB_1RD---
3860416,1RB0RA_1LC1RE_1LD0LC_0RB0LB_1RA---
3860418,1RB0RA_1LC1RE_1LD0LC_0RB1RA_1RA---
3860425,1RB0RA_1LC1RE_1LD0LC_0LE0LB_1RA---
3860438,1RB0RA_1LC1RE_1LD0LC_1RA0LB_1RA---
3860451,1RB0RA_1LC1RE_1LD0LC_1RA1LB_1RA---
3860452,1RB0RA_1LC1RE_1LD0LC_1RA1LB_1RB---
3860453,1RB0RA_1LC1RE_1LD0LC_1RA1LB_1RD---
3860457,1RB0RA_1LC1RE_1LD0LC_1RA1LC_1RB---
3860464,1RB0RA_1LC1RE_1LD0LC_1RB0LB_1RA---
3860466,1RB0RA_1LC1RE_1LD0LC_1RB1RA_1RA---
3860486,1RB0RA_1LC1RE_1LD0LC_1LE---_1RA0LB
3860489,1RB0RA_1LC1RE_1LD0LC_1LE---_1RA1LB
3860491,1RB0RA_1LC1RE_1LD0LC_1LE---_1RA1LD
3865382,1RB0RA_1LC1LE_0RE1LD_0LB1LB_---1RA
3866324,1RB0RA_1LC1LE_1RE0LD_0LC---_1LB1RA
3870834,1RB0RB_0RC---_1LD1RA_1RE0LD_0LA1RC
3883318,1RB0RB_0RC0LC_1LD1RE_1LA0LD_1RB---
3989057,1RB0RB_0LC1RE_---0LD_0LE1LD_1RA0LB
4029098,1RB0RB_1RC---_0LD1RE_1RA0LC_1LD0RE
4032132,1RB0RB_1RC---_1LD1RA_1LE0LD_0RA0RE
4032136,1RB0RB_1RC---_1LD1RA_1LE0LD_0RA1RE
4033806,1RB0RB_1RC0RA_1RD---_1LD0LE_1LA0LD
4038179,1RB0RB_1RC0RD_0LD1RA_---1LE_0LA1LE
4042181,1RB0RB_1RC0RE_0LD1RA_0LA1LD_---1LD
4045578,1RB0RB_1RC0LA_0LD1RE_1LB1LD_---1RA
4049716,1RB0RB_1RC0LB_1LD1RE_1LB0LD_0RA---
4116021,1RB0RB_1LA0RC_1LD1RA_0LE---_0RA0LD
4173061,1RB0RB_1LC0RA_0LD1LA_0LE---_1RA0LC
4173400,1RB0RB_1LC0RA_1RD0LB_---1RE_1RA1RC
4173756,1RB0RB_1LC0RA_1LA0LD_1LE---_1LB0LD
4176728,1RB0RB_1LC0RC_0LA0LD_1RA1LE_---1LD
4177550,1RB0RB_1LC0RC_0LE0LD_1RA1LD_1RB---
4178829,1RB0RB_1LC0RC_1LD1LA_0LE---_1RA1LE
4187237,1RB0RB_1LC0RE_---0LD_1RA1LD_0LA0LD
4189056,1RB0RB_1LC0RE_0LC0LD_0RA0RD_1RA---
4206527,1RB0RB_1LC0LC_1RD0RD_1RE1LB_---1RA
4208024,1RB0RB_1LC0LC_1LD1RA_---1LE_1LA0LA
4209347,1RB0RB_1LC0LD_---1LA_1RE1LD_0LE0RA
4210883,1RB0RB_1LC0LD_0RD0LB_0LB0RE_1RA---
4219271,1RB0RB_1LC0LE_0LD0LB_1RA---_0RA1RE
4221101,1RB0RB_1LC0LE_1RD1LB_---0RA_1RA0RC
4224034,1RB0RB_1LC1RA_0RD0LC_0LB1RE_1LA---
4225731,1RB0RB_1LC1RA_1RB0LD_0RA1LE_---0LC
4225738,1RB0RB_1LC1RA_1RB0LD_0RC1LE_---0LC
4226068,1RB0RB_1LC1RA_1RD0LC_1LE---_0RB1LE
4226968,1RB0RB_1LC1RA_1LD0LC_0RA1LE_1LC---
4227022,1RB0RB_1LC1RA_1LD0LC_1LA1RE_---1RD
4227944,1RB0RB_1LC1RB_---1LD_1RE0LE_1RA1LE
4227972,1RB0RB_1LC1RB_---1LD_1LE0LE_1RA1LE
4229507,1RB0RB_1LC1RB_1LD0LD_1RA0LE_---0RB
4234744,1RB0RB_1LC1RC_1LD1LA_0LE0RA_0LD---
4235349,1RB0RB_1LC1RD_---0LD_1RA0LE_1RE1RA
4239303,1RB0RB_1LC1RD_0LA1RA_1LE0LC_---0LD
4248022,1RB0RB_1LC1RE_0RB0LD_1LC0LC_1RA---
4254110,1RB0RB_1LC1RE_1LD0LC_0RB0LB_1RA---
4254111,1RB0RB_1LC1RE_1LD0LC_0RB1RA_1RA---
4254142,1RB0RB_1LC1RE_1LD0LC_1RB0LB_1RA---
4254143,1RB0RB_1LC1RE_1LD0LC_1RB1RA_1RA---
4254160,1RB0RB_1LC1RE_1LD0LC_1LE0LB_1RA---
4254715,1RB0RB_1LC1RE_1LD1LB_0RA0LD_---1RA
4308619,1RB0RB_1LC1LE_1RD0LB_---1RE_0RA1RC
4313875,1RB0RC_0RC---_0RD0LE_1LE1RA_0LD1LC
4317617,1RB0RC_0RC---_1RD0LD_1LE1RA_0RA1LD
4317741,1RB0RC_0RC---_1RD0LE_1LC1RD_0LA1LA
4322091,1RB0RC_0RC---_1LD1RA_1LE0LD_0RA1LC
4322186,1RB0RC_0RC---_1LD1RC_0LA0LE_---0LA
4322738,1RB0RC_0RC---_1LD1RD_1LE1RA_1RB0LE
4322739,1RB0RC_0RC---_1LD1RD_1LE1RA_1RC0LE
4323037,1RB0RC_0RC---_1LD1RE_0LA1LE_0LD1LA
4328676,1RB0RC_0RC0RD_1LC0LD_0RE0LC_1RA---
4331101,1RB0RC_0RC0LA_0LD0RB_1LE---_0LA1LC
4332349,1RB0RC_0RC0LA_1LD1RE_0LA0LB_---1RC
4336113,1RB0RC_0RC0LD_1LB1RC_0LA0LE_---0LA
4336122,1RB0RC_0RC0LD_1LB1RC_0LA1LE_---0RB
4336485,1RB0RC_0RC0LD_1LD1RC_0LA1LE_---0RB
4366356,1RB0RC_0RC1LE_1LD1RC_1RB0LE_---0LA
4439278,1RB0RC_0LB1LC_1LD0LB_0RE1RD_---1RA
4450476,1RB0RC_0LC---_1LE0RD_1LC1RA_1RD0LE
4452732,1RB0RC_0LC0RA_1LD1RC_0LE0LB_1RA---
4464403,1RB0RC_0LC0LD_1RA1LB_1LE1RC_---0LA
4468390,1RB0RC_0LC1RA_0LE1LD_1LC0LA_0RA---
4473681,1RB0RC_0LC1RD_0RA1LD_0LE---_1RA1LE
4476470,1RB0RC_0LC1RE_---1LD_0LE1LD_1RA0RA
4488462,1RB0RC_0LC1LE_1LD1RC_---0LE_1RA1LB
4506257,1RB0RC_1RC---_1LD1RA_0LE1LA_0RA0LD
4506290,1RB0RC_1RC---_1LD1RA_1RE0LD_0LA1LE
4506293,1RB0RC_1RC---_1LD1RA_1RE0LD_1LE1LC
4508126,1RB0RC_1RC---_1LD1RE_1LE0LD_0RA1RD
4508132,1RB0RC_1RC---_1LD1RE_1LE0LD_1RA0LC
4528051,1RB0RC_1RC0LB_1RD---_1LE1RA_0RC0LE
4528506,1RB0RC_1RC0LB_1LD0RE_1RB0LA_0RD---
4528561,1RB0RC_1RC0LB_1LD1RA_---1LE_1RA0LB
4563876,1RB0RC_1RC1LB_1RD0RE_0LB1RA_---0LB
4579781,1RB0RC_1RC1LE_1LD1RB_0LA1RA_---0LB
4612360,1RB0RC_1LA0RD_---0RB_1LE1RD_0LE0LA
4638835,1RB0RC_1LA0LD_---0RB_1RE1LD_1RA0RB
4661701,1RB0RC_1LA0LE_1LD1RC_1LB0LA_---0LA
4662524,1RB0RC_1LA1RA_---1RD_1LE1RB_1LB0LD
4665843,1RB0RC_1LA1RB_---1RD_1LE0RA_0LB0LD
4680734,1RB0RC_1LA1RD_0RA1LD_0LE---_1RA1LE
4743895,1RB0RC_1LB0LC_1RA0LD_1LC0RE_1RD---
4753925,1RB0RC_1LB1RA_1LD1RC_0LA0LE_---0LA
4775850,1RB0RC_1LC---_0LA0LD_1RE1LD_0RC0RA
4779310,1RB0RC_1LC---_0LD1LC_1RE0LE_0RA0LE
4779313,1RB0RC_1LC---_0LD1LC_1RE0LE_0RA1RC
4781410,1RB0RC_1LC---_1RA0LD_0RE0LA_1LD1RE
4781921,1RB0RC_1LC---_1RA1LD_0RE0LD_0LA1LC
4782181,1RB0RC_1LC---_1RA1LD_1RA0LE_1RB0LE
4782287,1RB0RC_1LC---_1RA1LD_1RE0LD_1LC0RC
4788688,1RB0RC_1LC---_1LD1RA_1LE0LD_0RA1LC
4794020,1RB0RC_1LC0RB_0RA0LD_0LE1LD_1RA---
4794986,1RB0RC_1LC0RB_1LD1LA_0RA1LE_0LC---
4795031,1RB0RC_1LC0RB_1LE0LD_1LA---_1RA1LD
4798417,1RB0RC_1LC0RD_1RA0LD_0RE1LB_0LB---
4799639,1RB0RC_1LC0RD_1LA1LB_0LB1RE_---0RB
4799831,1RB0RC_1LC0RD_1LC0LD_0RE0LB_1RA---
4799832,1RB0RC_1LC0RD_1LC0LD_0RE0LC_1RA---
4800738,1RB0RC_1LC0RE_0RA0LD_0LB---_1LB1RC
4801758,1RB0RC_1LC0RE_1RA0LD_0LC1LD_1RA---
4802331,1RB0RC_1LC0RE_1RD1LD_1RA0LD_---1RB
4809869,1RB0RC_1LC0LB_0RE1LD_0LB---_0LA1RE
4813082,1RB0RC_1LC0LD_0RD0LB_0LB0RE_1RA---
4817065,1RB0RC_1LC0LE_0LD0LB_1RA---_1LB0RD
4826194,1RB0RC_1LC1RC_1RE0LD_0RE1LB_1RA---
4832112,1RB0RC_1LC1RD_1LC0LD_0RE0LC_1RA---
4833919,1RB0RC_1LC1RE_0RA1LD_0LE---_1RA1LE
4835473,1RB0RC_1LC1RE_0LD1LC_1RA0RA_---1RD
4835803,1RB0RC_1LC1RE_1RA0LD_0LC1LD_0LA---
4837614,1RB0RC_1LC1RE_1LD0LC_0RB0LB_1RA---
4837615,1RB0RC_1LC1RE_1LD0LC_0RB1RA_1RA---
4837616,1RB0RC_1LC1RE_1LD0LC_0RB1LA_1RA---
4843869,1RB0RC_1LC1LB_1RD0LB_---1RE_0RE1RA
4849156,1RB0RC_1LC1LD_1RA0LB_1LC1RE_---0RD
4849200,1RB0RC_1LC1LD_1RA0LB_1LE0LA_---1LB
4871535,1RB0RD_0RC0RA_1LC0LD_0RE0LC_1RA---
4873341,1RB0RD_0RC0RC_1LC0LD_0RE0LC_1RA---
4884778,1RB0RD_0RC0LC_1LC0LD_0RE0LC_1RA---
4884819,1RB0RD_0RC0LC_1LC1LD_0RE0RB_---1RA
4886602,1RB0RD_0RC0LD_1LC0LD_0RE0LC_1RA---
4886908,1RB0RD_0RC0LD_1LD1RA_1LB1RE_0LB---
4892048,1RB0RD_0RC1RA_1LD0RC_1LE---_1RB0LE
4893209,1RB0RD_0RC1RB_1LC0LD_0RE0LC_1RA---
4895587,1RB0RD_0RC1RC_1LC0LA_0RE0RB_---0RD
4901410,1RB0RD_0RC1RE_1LC0LA_0RA0RB_---0LA
4919713,1RB0RD_0RC1LD_1LA---_1RA1LE_1RE0LB
4933665,1RB0RD_0LB1LC_0RC1RA_1LB0RE_0RD---
4961680,1RB0RD_0LC0RC_1RE1LD_0LB---_0RA0RE
4968329,1RB0RD_0LC0RE_1LD0RB_1LA1LC_---1RC
4981881,1RB0RD_0LC1RA_---1LA_1LE1RD_0LB1LB
4981893,1RB0RD_0LC1RA_---1LA_1LE1RD_1LD1LB
4982511,1RB0RD_0LC1RA_0RA1LB_1LB0RE_---1RD
4986661,1RB0RD_0LC1RA_1LA0LD_1LE0RD_1LB---
4987174,1RB0RD_0LC1RA_1LA1LD_1LB0LE_---0LA
